,user_id,place_id,rating,user,place,rates
146,212,1005,3.2,42,136,3.2
147,201,1144,3.1,109,137,3.1
148,129,1477,4.7,110,138,4.7
149,58,1164,3.4,111,139,3.4
150,3,1631,4.2,45,140,4.2
151,191,1512,3.3,112,141,3.3
152,149,1653,3.5,113,142,3.5
153,23,1387,3.7,53,143,3.7
154,137,1504,3.3,114,144,3.3
155,246,1402,3.1,115,145,3.1
156,83,1661,4.8,11,146,4.8
157,237,1659,3.0,116,147,3.0
158,55,1611,3.1,67,148,3.1
159,110,1463,4.6,117,35,4.6
160,116,1174,3.6,118,149,3.6
161,147,1026,4.4,22,150,4.4
162,62,1142,3.3,119,151,3.3
163,87,1652,3.5,120,152,3.5
164,219,1671,4.1,46,111,4.1
165,219,1122,5.0,46,153,5.0
166,167,1276,3.1,74,154,3.1
167,100,1608,3.8,121,155,3.8
168,204,1035,3.1,37,156,3.1
169,247,1142,3.4,27,151,3.4
170,27,1556,4.8,18,157,4.8
171,174,1347,3.2,122,158,3.2
172,34,1628,4.7,4,113,4.7
173,33,1407,3.4,123,159,3.4
174,92,1518,4.7,124,160,4.7
175,223,1444,4.1,125,161,4.1
176,96,1590,4.8,1,162,4.8
177,178,1593,3.3,126,163,3.3
178,148,1201,4.5,127,164,4.5
179,168,1292,4.4,128,6,4.4
180,227,1550,4.1,129,165,4.1
181,95,1127,4.6,130,166,4.6
182,186,1669,4.3,34,167,4.3
183,159,1679,4.8,131,168,4.8
184,38,1543,3.8,83,169,3.8
185,214,1511,4.2,132,170,4.2
186,173,1329,4.7,50,171,4.7
187,41,1153,3.4,133,172,3.4
188,137,1381,4.0,114,173,4.0
189,244,1543,4.9,20,169,4.9
190,137,1160,3.9,114,174,3.9
191,191,1532,3.5,112,50,3.5
192,79,1138,3.7,47,175,3.7
193,205,1549,4.8,134,176,4.8
194,128,1256,4.9,135,177,4.9
195,22,1024,4.9,136,178,4.9
196,16,1242,4.4,137,179,4.4
197,32,1422,4.0,138,180,4.0
198,194,1305,3.4,139,181,3.4
199,218,1374,3.2,140,182,3.2
200,142,1453,3.1,141,183,3.1
201,38,1239,3.0,83,184,3.0
202,98,1687,4.8,49,185,4.8
203,136,1139,4.6,35,186,4.6
204,228,1363,4.1,142,109,4.1
205,21,1564,5.0,102,187,5.0
206,56,1369,4.9,143,188,4.9
207,46,1170,4.3,8,189,4.3
208,43,1670,3.9,144,45,3.9
209,120,1205,3.3,33,190,3.3
210,220,1228,4.0,145,191,4.0
211,46,1398,3.3,8,192,3.3
212,236,1067,3.8,77,193,3.8
213,48,1243,4.9,146,194,4.9
214,198,1082,3.7,78,195,3.7
215,84,1542,3.3,147,196,3.3
216,31,1434,4.2,148,197,4.2
217,161,1395,4.2,0,198,4.2
218,172,1674,3.4,149,199,3.4
219,71,1162,3.4,2,200,3.4
220,8,1301,5.0,150,201,5.0
221,201,1378,3.5,109,202,3.5
222,130,1443,4.7,151,203,4.7
223,145,1524,3.9,103,204,3.9
224,52,1430,3.9,152,205,3.9
225,45,1543,3.6,153,169,3.6
226,37,1261,4.5,154,206,4.5
227,170,1601,4.8,36,17,4.8
228,44,1652,3.5,155,152,3.5
229,209,1359,3.2,156,207,3.2
230,117,1215,3.3,68,49,3.3
231,38,1554,4.6,83,208,4.6
232,99,1516,3.9,90,209,3.9
233,124,1542,3.3,157,196,3.3
234,239,1220,3.7,158,103,3.7
235,231,1390,4.0,159,210,4.0
236,222,1673,4.7,160,128,4.7
237,6,1677,4.3,161,211,4.3
238,68,1173,3.4,56,9,3.4
239,179,1019,3.3,24,212,3.3
240,101,1046,3.8,44,213,3.8
241,163,1655,3.2,162,214,3.2
242,186,1671,4.5,34,111,4.5
243,185,1342,3.8,10,215,3.8
244,201,1024,3.7,109,178,3.7
245,134,1166,4.0,82,216,4.0
246,13,1648,4.4,39,28,4.4
247,187,1302,4.1,163,21,4.1
248,214,1662,4.6,132,217,4.6
249,220,1441,4.3,145,218,4.3
250,30,1551,4.6,88,67,4.6
251,244,1679,4.4,20,168,4.4
252,100,1361,3.4,121,219,3.4
253,2,1180,3.1,164,220,3.1
254,58,1297,4.8,111,221,4.8
255,36,1564,4.9,165,187,4.9
256,72,1562,4.5,166,222,4.5
257,173,1115,4.4,50,223,4.4
258,234,1287,3.5,167,63,3.5
259,242,1014,4.1,168,224,4.1
260,137,1322,5.0,114,225,5.0
261,126,1373,4.7,169,226,4.7
262,193,1053,3.6,170,227,3.6
263,77,1444,3.6,171,161,3.6
264,50,1076,4.0,6,98,4.0
265,207,1359,3.8,172,207,3.8
266,32,1354,3.7,138,228,3.7
267,98,1670,4.3,49,45,4.3
268,43,1056,3.0,144,229,3.0
269,125,1260,4.5,173,230,4.5
270,95,1492,4.5,130,231,4.5
271,78,1272,4.7,174,232,4.7
272,54,1094,4.7,13,233,4.7
273,47,1586,4.1,175,234,4.1
274,14,1289,4.6,176,235,4.6
275,176,1115,4.0,19,223,4.0
276,55,1534,4.9,67,236,4.9
277,157,1590,3.4,26,162,3.4
278,175,1036,4.8,7,237,4.8
279,63,1053,3.5,70,227,3.5
280,19,1175,3.2,3,238,3.2
281,91,1061,3.9,93,123,3.9
282,137,1664,4.2,114,239,4.2
283,101,1203,3.5,44,240,3.5
284,37,1119,4.1,154,241,4.1
285,107,1301,4.6,32,201,4.6
286,92,1054,3.5,124,242,3.5
287,52,1139,4.2,152,186,4.2
288,185,1471,3.7,10,243,3.7
289,216,1606,4.1,64,15,4.1
290,28,1270,4.3,79,244,4.3
291,36,1287,3.7,165,63,3.7
292,116,1304,5.0,118,245,5.0
293,64,1283,4.1,87,246,4.1
294,18,1221,4.6,41,247,4.6
295,89,1371,4.5,177,248,4.5
296,163,1056,4.7,162,229,4.7
297,196,1070,3.3,84,249,3.3
298,78,1281,3.4,174,250,3.4
299,167,1677,4.0,74,211,4.0
300,90,1015,4.7,14,251,4.7
301,8,1010,3.4,150,252,3.4
302,216,1556,4.9,64,157,4.9
303,208,1046,3.3,69,213,3.3
304,212,1303,3.4,42,253,3.4
305,15,1680,3.3,178,254,3.3
306,7,1629,4.2,25,255,4.2
307,250,1599,4.8,48,256,4.8
308,17,1551,3.5,179,67,3.5
309,86,1281,4.1,180,250,4.1
310,214,1187,3.4,132,257,3.4
311,118,1136,4.3,16,79,4.3
312,64,1019,3.2,87,212,3.2
313,12,1316,4.0,92,258,4.0
314,210,1547,4.3,89,259,4.3
315,56,1099,4.2,143,260,4.2
316,174,1368,3.3,122,261,3.3
317,175,1585,3.3,7,77,3.3
318,207,1271,4.3,172,262,4.3
319,101,1383,4.6,44,263,4.6
320,16,1598,4.8,137,264,4.8
321,197,1611,4.6,181,148,4.6
322,2,1074,4.9,164,265,4.9
323,128,1063,3.8,135,266,3.8
324,244,1205,3.7,20,190,3.7
325,92,1023,3.1,124,267,3.1
326,249,1112,3.9,21,268,3.9
327,105,1286,4.3,182,269,4.3
328,182,1219,4.6,183,270,4.6
329,155,1266,3.5,184,271,3.5
330,31,1319,4.0,148,272,4.0
331,169,1204,4.3,185,273,4.3
332,164,1384,4.1,186,106,4.1
333,47,1303,3.5,175,253,3.5
334,43,1608,4.6,144,155,4.6
335,65,1137,3.3,75,274,3.3
336,50,1581,4.8,6,41,4.8
337,221,1414,4.9,187,275,4.9
338,1,1411,3.7,188,276,3.7
339,200,1092,3.8,189,69,3.8
340,185,1475,4.5,10,277,4.5
341,144,1317,3.9,43,278,3.9
342,122,1678,3.1,190,279,3.1
343,28,1579,4.8,79,280,4.8
344,86,1539,3.9,180,281,3.9
345,82,1328,3.4,191,282,3.4
346,22,1576,4.1,136,283,4.1
347,41,1633,3.4,133,93,3.4
348,76,1612,3.4,192,284,3.4
349,147,1054,4.1,22,242,4.1
350,89,1343,3.8,177,285,3.8
351,178,1425,4.1,126,286,4.1
352,59,1334,5.0,54,287,5.0
353,69,1530,4.7,29,288,4.7
354,162,1117,3.0,193,289,3.0
355,167,1345,3.1,74,290,3.1
356,123,1540,4.2,194,291,4.2
357,74,1654,4.3,195,292,4.3
358,239,1109,4.8,158,293,4.8
359,249,1110,4.3,21,100,4.3
360,7,1509,3.5,25,294,3.5
361,101,1095,3.9,44,295,3.9
362,111,1139,4.6,61,186,4.6
363,180,1300,4.8,97,296,4.8
364,188,1028,3.5,101,297,3.5
365,52,1553,4.1,152,298,4.1
366,207,1069,3.3,172,299,3.3
367,234,1668,4.0,167,300,4.0
368,24,1344,3.2,196,301,3.2
369,26,1690,4.9,72,71,4.9
370,125,1538,4.3,173,302,4.3
371,218,1489,4.7,140,303,4.7
372,238,1224,5.0,66,304,5.0
373,90,1370,3.4,14,305,3.4
374,122,1008,4.4,190,135,4.4
375,10,1588,4.8,197,306,4.8
376,17,1500,4.2,179,78,4.2
377,245,1245,4.3,94,307,4.3
378,206,1251,3.8,5,308,3.8
379,2,1295,4.3,164,309,4.3
380,112,1423,3.8,99,310,3.8
381,205,1291,4.0,134,311,4.0
382,27,1174,3.2,18,149,3.2
383,201,1085,3.0,109,92,3.0
384,71,1243,3.1,2,194,3.1
385,176,1166,3.4,19,216,3.4
386,202,1459,3.9,198,312,3.9
387,248,1147,3.0,199,313,3.0
388,118,1506,3.3,16,314,3.3
389,9,1591,4.6,76,97,4.6
390,86,1100,4.5,180,57,4.5
391,23,1243,4.6,53,194,4.6
392,199,1674,4.8,200,199,4.8
393,240,1489,3.2,108,303,3.2
394,73,1637,3.3,63,315,3.3
395,27,1624,3.7,18,316,3.7
396,216,1133,4.8,64,317,4.8
397,93,1616,4.6,201,318,4.6
398,81,1463,3.6,15,35,3.6
399,84,1061,3.2,147,123,3.2
400,199,1163,4.2,200,319,4.2
401,43,1146,3.5,144,8,3.5
402,232,1390,4.1,52,210,4.1
403,7,1309,4.9,25,320,4.9
404,92,1645,4.1,124,321,4.1
405,83,1192,4.8,11,75,4.8
406,191,1673,3.8,112,128,3.8
407,84,1014,4.3,147,224,4.3
408,44,1378,4.8,155,202,4.8
409,167,1116,4.2,74,115,4.2
410,40,1162,4.2,80,200,4.2
411,135,1428,4.4,202,322,4.4
412,198,1631,4.8,78,140,4.8
413,25,1394,3.2,71,323,3.2
414,233,1271,3.7,59,262,3.7
415,59,1324,3.8,54,324,3.8
416,141,1275,4.8,203,325,4.8
417,103,1166,4.9,204,216,4.9
418,232,1184,3.2,52,326,3.2
419,86,1142,3.2,180,151,3.2
420,241,1515,4.9,205,327,4.9
421,209,1677,3.6,156,211,3.6
422,112,1610,3.5,99,328,3.5
423,86,1076,3.1,180,98,3.1
424,98,1179,3.6,49,329,3.6
425,62,1010,4.4,119,252,4.4
426,8,1662,3.9,150,217,3.9
427,113,1497,4.0,31,330,4.0
428,173,1406,4.8,50,23,4.8
429,146,1415,3.2,96,331,3.2
430,216,1451,3.1,64,37,3.1
431,60,1361,4.7,62,219,4.7
432,246,1111,4.5,115,332,4.5
433,60,1126,3.5,62,333,3.5
434,106,1115,3.6,206,223,3.6
435,2,1052,3.6,164,334,3.6
436,194,1425,4.3,139,286,4.3
437,91,1547,3.1,93,259,3.1
438,14,1072,4.0,176,335,4.0
439,48,1212,3.3,146,336,3.3
440,103,1052,4.6,204,334,4.6
441,245,1003,3.8,94,337,3.8
442,245,1536,4.1,94,338,4.1
443,56,1515,3.1,143,327,3.1
444,12,1023,3.1,92,267,3.1
445,224,1432,4.4,207,339,4.4
446,220,1288,4.5,145,340,4.5
447,55,1313,4.4,67,341,4.4
448,156,1651,4.5,17,342,4.5
449,110,1496,3.2,117,343,3.2
450,217,1248,4.4,208,344,4.4
451,4,1107,3.4,209,64,3.4
452,218,1012,3.2,140,345,3.2
453,36,1464,4.5,165,346,4.5
454,178,1328,4.8,126,282,4.8
455,131,1591,4.4,91,97,4.4
456,1,1419,4.6,188,52,4.6
457,17,1528,5.0,179,347,5.0
458,199,1450,3.3,200,348,3.3
459,62,1627,4.9,119,349,4.9
460,48,1200,4.2,146,62,4.2
461,62,1682,4.6,119,350,4.6
462,69,1628,4.3,29,113,4.3
463,147,1545,4.1,22,19,4.1
464,103,1277,4.4,204,46,4.4
465,110,1294,3.6,117,351,3.6
466,162,1527,4.8,193,352,4.8
467,227,1571,3.2,129,353,3.2
468,177,1440,3.6,73,354,3.6
469,208,1417,3.1,69,355,3.1
470,232,1531,3.5,52,356,3.5
471,242,1348,3.4,168,107,3.4
472,175,1417,3.1,7,355,3.1
473,231,1168,4.0,159,357,4.0
474,91,1196,3.9,93,358,3.9
475,233,1379,3.2,59,359,3.2
476,230,1386,3.5,100,360,3.5
477,114,1089,4.9,210,48,4.9
478,178,1174,3.2,126,149,3.2
479,89,1300,3.6,177,296,3.6
480,154,1154,3.1,40,12,3.1
481,56,1625,3.3,143,361,3.3
482,78,1284,4.4,174,362,4.4
483,14,1353,3.7,176,363,3.7
484,206,1588,3.9,5,306,3.9
485,25,1497,3.3,71,330,3.3
486,228,1326,4.4,142,74,4.4
487,132,1022,4.5,211,364,4.5
488,239,1598,3.4,158,264,3.4
489,207,1424,3.1,172,365,3.1
490,32,1533,3.2,138,366,3.2
491,82,1141,4.3,191,367,4.3
492,78,1123,3.3,174,73,3.3
493,250,1191,4.0,48,2,4.0
494,193,1241,3.3,170,91,3.3
495,106,1353,3.3,206,363,3.3
496,189,1298,3.0,212,368,3.0
497,20,1138,3.6,213,175,3.6
498,74,1450,3.2,195,348,3.2
499,10,1368,3.8,197,261,3.8
500,123,1308,4.2,194,105,4.2
501,216,1365,3.7,64,369,3.7
502,34,1070,4.4,4,249,4.4
503,189,1192,4.5,212,75,4.5
504,220,1621,4.4,145,370,4.4
505,155,1002,4.9,184,371,4.9
506,40,1306,3.5,80,372,3.5
507,193,1343,3.4,170,285,3.4
508,127,1057,4.2,214,373,4.2
509,33,1377,4.2,123,374,4.2
510,196,1276,4.0,84,154,4.0
511,71,1473,3.0,2,375,3.0
512,137,1657,4.1,114,376,4.1
513,144,1367,4.9,43,377,4.9
514,133,1467,3.7,215,25,3.7
515,98,1056,4.9,49,229,4.9
516,124,1095,3.7,157,295,3.7
517,151,1121,3.3,60,378,3.3
518,43,1514,3.8,144,379,3.8
519,114,1567,4.0,210,380,4.0
520,89,1174,4.3,177,149,4.3
521,185,1099,4.0,10,260,4.0
522,179,1458,4.1,24,16,4.1
523,13,1250,3.0,39,381,3.0
524,128,1340,3.5,135,382,3.5
525,152,1078,3.6,216,383,3.6
526,139,1359,5.0,217,207,5.0
527,52,1286,3.6,152,269,3.6
528,243,1240,4.8,57,384,4.8
529,17,1164,3.6,179,139,3.6
530,165,1650,3.2,105,385,3.2
531,13,1391,3.5,39,386,3.5
532,190,1424,3.5,55,365,3.5
533,219,1597,5.0,46,387,5.0
534,84,1182,4.3,147,388,4.3
535,97,1521,4.9,218,66,4.9
536,106,1272,4.7,206,232,4.7
537,96,1601,4.2,1,17,4.2
538,8,1473,4.4,150,375,4.4
539,56,1381,4.2,143,173,4.2
540,221,1247,4.3,187,389,4.3
541,104,1144,3.5,95,137,3.5
542,83,1539,3.8,11,281,3.8
543,198,1477,4.2,78,138,4.2
544,44,1424,3.1,155,365,3.1
545,188,1141,4.0,101,367,4.0
546,103,1153,4.7,204,172,4.7
547,112,1493,4.0,99,390,4.0
548,169,1264,4.1,185,391,4.1
549,149,1316,3.4,113,258,3.4
550,249,1617,4.6,21,392,4.6
551,214,1135,3.7,132,393,3.7
552,42,1164,4.9,38,139,4.9
553,202,1101,5.0,198,394,5.0
554,202,1145,4.8,198,124,4.8
555,244,1014,3.2,20,224,3.2
556,157,1129,3.7,26,5,3.7
557,208,1439,4.9,69,395,4.9
558,193,1392,4.6,170,396,4.6
559,145,1481,4.8,103,397,4.8
560,30,1464,4.1,88,346,4.1
561,26,1085,4.0,72,92,4.0
562,181,1127,3.2,219,166,3.2
563,125,1067,4.7,173,193,4.7
564,238,1364,4.5,66,398,4.5
565,19,1642,3.1,3,399,3.1
566,53,1344,3.4,220,301,3.4
567,85,1625,4.1,86,361,4.1
568,17,1186,4.4,179,400,4.4
569,174,1597,3.3,122,387,3.3
570,104,1513,3.5,95,401,3.5
571,213,1175,3.4,65,238,3.4
572,181,1566,3.4,219,402,3.4
573,105,1624,4.8,182,316,4.8
574,104,1293,4.4,95,403,4.4
575,192,1250,4.5,221,381,4.5
576,173,1001,4.6,50,404,4.6
577,177,1655,3.7,73,214,3.7
578,147,1345,4.5,22,290,4.5
579,124,1489,5.0,157,303,5.0
580,199,1419,4.4,200,52,4.4
581,81,1463,3.8,15,35,3.8
582,193,1344,4.4,170,301,4.4
583,37,1437,4.8,154,405,4.8
584,121,1431,3.3,222,60,3.3
585,70,1345,3.5,223,290,3.5
586,154,1565,4.8,40,116,4.8
587,130,1542,4.9,151,196,4.9
588,59,1204,4.0,54,273,4.0
589,224,1549,3.7,207,176,3.7
590,249,1242,3.6,21,179,3.6
591,240,1156,4.0,108,406,4.0
592,118,1248,4.9,16,344,4.9
593,133,1577,3.3,215,407,3.3
594,37,1175,3.8,154,238,3.8
595,31,1264,4.8,148,391,4.8
596,204,1400,3.7,37,408,3.7
597,99,1248,4.5,90,344,4.5
598,94,1182,3.8,30,388,3.8
599,176,1183,4.6,19,409,4.6
600,6,1358,5.0,161,410,5.0
601,15,1385,3.8,178,411,3.8
602,143,1654,4.7,81,292,4.7
603,189,1677,5.0,212,211,5.0
604,16,1199,5.0,137,412,5.0
605,20,1190,3.9,213,413,3.9
606,77,1038,4.0,171,414,4.0
607,44,1687,3.6,155,185,3.6
608,170,1193,3.6,36,30,3.6
609,46,1551,4.0,8,67,4.0
610,95,1566,3.4,130,402,3.4
611,162,1030,4.4,193,415,4.4
612,64,1206,4.1,87,34,4.1
613,157,1110,4.8,26,100,4.8
614,131,1394,4.6,91,323,4.6
615,9,1126,3.6,76,333,3.6
616,203,1563,4.0,85,416,4.0
617,203,1011,4.5,85,417,4.5
618,153,1429,3.4,224,3,3.4
619,214,1076,3.1,132,98,3.1
620,42,1294,4.7,38,351,4.7
621,250,1293,3.3,48,403,3.3
622,174,1016,4.8,122,418,4.8
623,73,1400,4.8,63,408,4.8
624,84,1470,3.9,147,419,3.9
625,59,1619,4.6,54,420,4.6
626,21,1414,3.7,102,275,3.7
627,202,1633,4.7,198,93,4.7
628,150,1103,4.6,51,421,4.6
629,157,1364,3.2,26,398,3.2
630,63,1180,4.2,70,220,4.2
631,73,1226,4.3,63,422,4.3
632,61,1113,3.0,225,423,3.0
633,64,1320,5.0,87,424,5.0
634,69,1611,3.8,29,148,3.8
635,168,1619,4.0,128,420,4.0
636,203,1628,3.4,85,113,3.4
637,129,1527,4.2,110,352,4.2
638,245,1222,4.6,94,425,4.6
639,106,1086,4.2,206,426,4.2
640,65,1194,4.6,75,427,4.6
641,122,1606,4.5,190,15,4.5
642,62,1318,3.5,119,428,3.5
643,182,1085,3.9,183,92,3.9
644,103,1383,3.3,204,263,3.3
645,60,1344,3.1,62,301,3.1
646,46,1544,3.1,8,118,3.1
647,5,1042,4.9,226,429,4.9
648,113,1650,5.0,31,385,5.0
649,150,1569,3.2,51,430,3.2
650,218,1675,3.7,140,431,3.7
651,181,1221,3.2,219,247,3.2
652,70,1257,4.7,223,432,4.7
653,160,1320,4.0,227,424,4.0
654,240,1114,4.2,108,55,4.2
655,11,1430,4.1,228,205,4.1
656,138,1377,4.4,229,374,4.4
657,239,1587,3.6,158,433,3.6
658,167,1423,3.3,74,310,3.3
659,247,1009,3.0,27,7,3.0
660,98,1621,3.9,49,370,3.9
661,31,1460,4.8,148,434,4.8
662,12,1076,3.6,92,98,3.6
663,243,1575,3.4,57,435,3.4
664,108,1136,4.9,230,79,4.9
665,80,1206,3.2,231,34,3.2
666,166,1541,3.1,106,436,3.1
667,67,1115,4.8,232,223,4.8
668,194,1443,4.4,139,203,4.4
669,52,1213,3.8,152,437,3.8
670,133,1128,4.5,215,438,4.5
671,139,1632,4.5,217,33,4.5
672,250,1650,3.1,48,385,3.1
673,25,1287,4.4,71,63,4.4
674,35,1535,4.3,233,439,4.3
675,163,1018,4.9,162,88,4.9
676,22,1051,4.9,136,43,4.9
677,165,1110,3.8,105,100,3.8
678,214,1465,4.2,132,440,4.2
679,183,1063,3.3,234,266,3.3
680,203,1037,3.1,85,441,3.1
681,96,1295,3.9,1,309,3.9
682,227,1416,4.4,129,442,4.4
683,223,1626,4.1,125,443,4.1
684,237,1427,3.9,116,13,3.9
685,117,1611,4.6,68,148,4.6
686,200,1237,4.6,189,444,4.6
687,192,1571,4.5,221,353,4.5
688,20,1208,3.2,213,445,3.2
689,106,1046,4.6,206,213,4.6
690,226,1152,4.8,235,446,4.8
691,4,1113,3.1,209,423,3.1
692,18,1271,3.8,41,262,3.8
693,51,1594,5.0,12,447,5.0
694,196,1078,4.2,84,383,4.2
695,20,1460,4.0,213,434,4.0
696,122,1040,3.4,190,448,3.4
697,137,1043,4.1,114,449,4.1
698,80,1621,3.9,231,370,3.9
699,154,1552,3.3,40,450,3.3
700,102,1588,3.9,236,306,3.9
701,25,1564,3.3,71,187,3.3
702,196,1432,4.5,84,339,4.5
703,169,1174,4.9,185,149,4.9
704,59,1289,3.9,54,235,3.9
705,45,1679,4.3,153,168,4.3
706,41,1279,3.9,133,451,3.9
707,38,1592,3.3,83,122,3.3
708,117,1624,4.9,68,316,4.9
709,19,1043,3.3,3,449,3.3
710,14,1306,3.2,176,372,3.2
711,127,1673,3.9,214,128,3.9
712,149,1466,4.3,113,36,4.3
713,143,1442,3.7,81,452,3.7
714,3,1509,3.4,45,294,3.4
715,37,1019,4.6,154,212,4.6
716,117,1307,3.7,68,453,3.7
717,242,1367,3.4,168,377,3.4
718,174,1548,3.7,122,454,3.7
719,16,1234,3.4,137,455,3.4
720,142,1015,4.0,141,251,4.0
721,9,1542,4.3,76,196,4.3
722,239,1086,4.6,158,426,4.6
723,7,1045,3.5,25,42,3.5
724,142,1159,3.3,141,456,3.3
725,134,1475,3.0,82,277,3.0
726,213,1390,3.5,65,210,3.5
727,15,1073,3.0,178,89,3.0
728,180,1114,3.7,97,55,3.7
729,72,1681,3.3,166,82,3.3
730,162,1041,4.2,193,457,4.2
731,104,1405,3.8,95,458,3.8
732,129,1650,3.2,110,385,3.2
733,96,1225,3.8,1,459,3.8
