user_id,place_id,rating
12,1363,3.5
91,1410,4.5
245,1445,3.9
30,1671,5.0
213,1596,4.2
38,1472,4.3
85,1173,3.7
60,1628,4.5
38,1134,4.0
104,1116,3.0
143,1565,4.2
146,1062,4.7
180,1544,3.5
29,1154,3.4
112,1079,4.2
230,1325,4.6
188,1263,3.5
21,1592,4.9
145,1061,4.9
233,1145,3.4
243,1136,3.5
146,1372,4.4
185,1327,4.9
119,1267,4.4
165,1673,3.9
60,1299,3.3
166,1066,3.9
140,1104,4.2
203,1426,3.7
240,1181,4.0
244,1331,3.3
113,1008,3.9
212,1005,3.2
201,1144,3.1
129,1477,4.7
58,1164,3.4
3,1631,4.2
191,1512,3.3
149,1653,3.5
23,1387,3.7
137,1504,3.3
246,1402,3.1
83,1661,4.8
237,1659,3.0
55,1611,3.1
110,1463,4.6
116,1174,3.6
147,1026,4.4
62,1142,3.3
87,1652,3.5
219,1671,4.1
219,1122,5.0
167,1276,3.1
100,1608,3.8
204,1035,3.1
247,1142,3.4
27,1556,4.8
174,1347,3.2
34,1628,4.7
33,1407,3.4
92,1518,4.7
223,1444,4.1
96,1590,4.8
178,1593,3.3
148,1201,4.5
168,1292,4.4
227,1550,4.1
95,1127,4.6
186,1669,4.3
159,1679,4.8
38,1543,3.8
214,1511,4.2
173,1329,4.7
41,1153,3.4
137,1381,4.0
244,1543,4.9
137,1160,3.9
191,1532,3.5
79,1138,3.7
205,1549,4.8
128,1256,4.9
22,1024,4.9
16,1242,4.4
32,1422,4.0
194,1305,3.4
218,1374,3.2
142,1453,3.1
38,1239,3.0
98,1687,4.8
136,1139,4.6
228,1363,4.1
21,1564,5.0
56,1369,4.9
46,1170,4.3
43,1670,3.9
120,1205,3.3
220,1228,4.0
46,1398,3.3
236,1067,3.8
48,1243,4.9
198,1082,3.7
84,1542,3.3
31,1434,4.2
161,1395,4.2
172,1674,3.4
71,1162,3.4
8,1301,5.0
201,1378,3.5
130,1443,4.7
145,1524,3.9
52,1430,3.9
45,1543,3.6
37,1261,4.5
170,1601,4.8
44,1652,3.5
209,1359,3.2
117,1215,3.3
38,1554,4.6
99,1516,3.9
124,1542,3.3
239,1220,3.7
231,1390,4.0
222,1673,4.7
6,1677,4.3
68,1173,3.4
179,1019,3.3
101,1046,3.8
163,1655,3.2
186,1671,4.5
185,1342,3.8
201,1024,3.7
134,1166,4.0
13,1648,4.4
187,1302,4.1
214,1662,4.6
220,1441,4.3
30,1551,4.6
244,1679,4.4
100,1361,3.4
2,1180,3.1
58,1297,4.8
36,1564,4.9
72,1562,4.5
173,1115,4.4
234,1287,3.5
242,1014,4.1
137,1322,5.0
126,1373,4.7
193,1053,3.6
77,1444,3.6
50,1076,4.0
207,1359,3.8
32,1354,3.7
98,1670,4.3
43,1056,3.0
125,1260,4.5
95,1492,4.5
78,1272,4.7
54,1094,4.7
47,1586,4.1
14,1289,4.6
176,1115,4.0
55,1534,4.9
157,1590,3.4
175,1036,4.8
63,1053,3.5
19,1175,3.2
91,1061,3.9
137,1664,4.2
101,1203,3.5
37,1119,4.1
107,1301,4.6
92,1054,3.5
52,1139,4.2
185,1471,3.7
216,1606,4.1
28,1270,4.3
36,1287,3.7
116,1304,5.0
64,1283,4.1
18,1221,4.6
89,1371,4.5
163,1056,4.7
196,1070,3.3
78,1281,3.4
167,1677,4.0
90,1015,4.7
8,1010,3.4
216,1556,4.9
208,1046,3.3
212,1303,3.4
15,1680,3.3
7,1629,4.2
250,1599,4.8
17,1551,3.5
86,1281,4.1
214,1187,3.4
118,1136,4.3
64,1019,3.2
12,1316,4.0
210,1547,4.3
56,1099,4.2
174,1368,3.3
175,1585,3.3
207,1271,4.3
101,1383,4.6
16,1598,4.8
197,1611,4.6
2,1074,4.9
128,1063,3.8
244,1205,3.7
92,1023,3.1
249,1112,3.9
105,1286,4.3
182,1219,4.6
155,1266,3.5
31,1319,4.0
169,1204,4.3
164,1384,4.1
47,1303,3.5
43,1608,4.6
65,1137,3.3
50,1581,4.8
221,1414,4.9
1,1411,3.7
200,1092,3.8
185,1475,4.5
144,1317,3.9
122,1678,3.1
28,1579,4.8
86,1539,3.9
82,1328,3.4
22,1576,4.1
41,1633,3.4
76,1612,3.4
147,1054,4.1
89,1343,3.8
178,1425,4.1
59,1334,5.0
69,1530,4.7
162,1117,3.0
167,1345,3.1
123,1540,4.2
74,1654,4.3
239,1109,4.8
249,1110,4.3
7,1509,3.5
101,1095,3.9
111,1139,4.6
180,1300,4.8
188,1028,3.5
52,1553,4.1
207,1069,3.3
234,1668,4.0
24,1344,3.2
26,1690,4.9
125,1538,4.3
218,1489,4.7
238,1224,5.0
90,1370,3.4
122,1008,4.4
10,1588,4.8
17,1500,4.2
245,1245,4.3
206,1251,3.8
2,1295,4.3
112,1423,3.8
205,1291,4.0
27,1174,3.2
201,1085,3.0
71,1243,3.1
176,1166,3.4
202,1459,3.9
248,1147,3.0
118,1506,3.3
9,1591,4.6
86,1100,4.5
23,1243,4.6
199,1674,4.8
240,1489,3.2
73,1637,3.3
27,1624,3.7
216,1133,4.8
93,1616,4.6
81,1463,3.6
84,1061,3.2
199,1163,4.2
43,1146,3.5
232,1390,4.1
7,1309,4.9
92,1645,4.1
83,1192,4.8
191,1673,3.8
84,1014,4.3
44,1378,4.8
167,1116,4.2
40,1162,4.2
135,1428,4.4
198,1631,4.8
25,1394,3.2
233,1271,3.7
59,1324,3.8
141,1275,4.8
103,1166,4.9
232,1184,3.2
86,1142,3.2
241,1515,4.9
209,1677,3.6
112,1610,3.5
86,1076,3.1
98,1179,3.6
62,1010,4.4
8,1662,3.9
113,1497,4.0
173,1406,4.8
146,1415,3.2
216,1451,3.1
60,1361,4.7
246,1111,4.5
60,1126,3.5
106,1115,3.6
2,1052,3.6
194,1425,4.3
91,1547,3.1
14,1072,4.0
48,1212,3.3
103,1052,4.6
245,1003,3.8
245,1536,4.1
56,1515,3.1
12,1023,3.1
224,1432,4.4
220,1288,4.5
55,1313,4.4
156,1651,4.5
110,1496,3.2
217,1248,4.4
4,1107,3.4
218,1012,3.2
36,1464,4.5
178,1328,4.8
131,1591,4.4
1,1419,4.6
17,1528,5.0
199,1450,3.3
62,1627,4.9
48,1200,4.2
62,1682,4.6
69,1628,4.3
147,1545,4.1
103,1277,4.4
110,1294,3.6
162,1527,4.8
227,1571,3.2
177,1440,3.6
208,1417,3.1
232,1531,3.5
242,1348,3.4
175,1417,3.1
231,1168,4.0
91,1196,3.9
233,1379,3.2
230,1386,3.5
114,1089,4.9
178,1174,3.2
89,1300,3.6
154,1154,3.1
56,1625,3.3
78,1284,4.4
14,1353,3.7
206,1588,3.9
25,1497,3.3
228,1326,4.4
132,1022,4.5
239,1598,3.4
207,1424,3.1
32,1533,3.2
82,1141,4.3
78,1123,3.3
250,1191,4.0
193,1241,3.3
106,1353,3.3
189,1298,3.0
20,1138,3.6
74,1450,3.2
10,1368,3.8
123,1308,4.2
216,1365,3.7
34,1070,4.4
189,1192,4.5
220,1621,4.4
155,1002,4.9
40,1306,3.5
193,1343,3.4
127,1057,4.2
33,1377,4.2
196,1276,4.0
71,1473,3.0
137,1657,4.1
144,1367,4.9
133,1467,3.7
98,1056,4.9
124,1095,3.7
151,1121,3.3
43,1514,3.8
114,1567,4.0
89,1174,4.3
185,1099,4.0
179,1458,4.1
13,1250,3.0
128,1340,3.5
152,1078,3.6
139,1359,5.0
52,1286,3.6
243,1240,4.8
17,1164,3.6
165,1650,3.2
13,1391,3.5
190,1424,3.5
219,1597,5.0
84,1182,4.3
97,1521,4.9
106,1272,4.7
96,1601,4.2
8,1473,4.4
56,1381,4.2
221,1247,4.3
104,1144,3.5
83,1539,3.8
198,1477,4.2
44,1424,3.1
188,1141,4.0
103,1153,4.7
112,1493,4.0
169,1264,4.1
149,1316,3.4
249,1617,4.6
214,1135,3.7
42,1164,4.9
202,1101,5.0
202,1145,4.8
244,1014,3.2
157,1129,3.7
208,1439,4.9
193,1392,4.6
145,1481,4.8
30,1464,4.1
26,1085,4.0
181,1127,3.2
125,1067,4.7
238,1364,4.5
19,1642,3.1
53,1344,3.4
85,1625,4.1
17,1186,4.4
174,1597,3.3
104,1513,3.5
213,1175,3.4
181,1566,3.4
105,1624,4.8
104,1293,4.4
192,1250,4.5
173,1001,4.6
177,1655,3.7
147,1345,4.5
124,1489,5.0
199,1419,4.4
81,1463,3.8
193,1344,4.4
37,1437,4.8
121,1431,3.3
70,1345,3.5
154,1565,4.8
130,1542,4.9
59,1204,4.0
224,1549,3.7
249,1242,3.6
240,1156,4.0
118,1248,4.9
133,1577,3.3
37,1175,3.8
31,1264,4.8
204,1400,3.7
99,1248,4.5
94,1182,3.8
176,1183,4.6
6,1358,5.0
15,1385,3.8
143,1654,4.7
189,1677,5.0
16,1199,5.0
20,1190,3.9
77,1038,4.0
44,1687,3.6
170,1193,3.6
46,1551,4.0
95,1566,3.4
162,1030,4.4
64,1206,4.1
157,1110,4.8
131,1394,4.6
9,1126,3.6
203,1563,4.0
203,1011,4.5
153,1429,3.4
214,1076,3.1
42,1294,4.7
250,1293,3.3
174,1016,4.8
73,1400,4.8
84,1470,3.9
59,1619,4.6
21,1414,3.7
202,1633,4.7
150,1103,4.6
157,1364,3.2
63,1180,4.2
73,1226,4.3
61,1113,3.0
64,1320,5.0
69,1611,3.8
168,1619,4.0
203,1628,3.4
129,1527,4.2
245,1222,4.6
106,1086,4.2
65,1194,4.6
122,1606,4.5
62,1318,3.5
182,1085,3.9
103,1383,3.3
60,1344,3.1
46,1544,3.1
5,1042,4.9
113,1650,5.0
150,1569,3.2
218,1675,3.7
181,1221,3.2
70,1257,4.7
160,1320,4.0
240,1114,4.2
11,1430,4.1
138,1377,4.4
239,1587,3.6
167,1423,3.3
247,1009,3.0
98,1621,3.9
31,1460,4.8
12,1076,3.6
243,1575,3.4
108,1136,4.9
80,1206,3.2
166,1541,3.1
67,1115,4.8
194,1443,4.4
52,1213,3.8
133,1128,4.5
139,1632,4.5
250,1650,3.1
25,1287,4.4
35,1535,4.3
163,1018,4.9
22,1051,4.9
165,1110,3.8
214,1465,4.2
183,1063,3.3
203,1037,3.1
96,1295,3.9
227,1416,4.4
223,1626,4.1
237,1427,3.9
117,1611,4.6
200,1237,4.6
192,1571,4.5
20,1208,3.2
106,1046,4.6
226,1152,4.8
4,1113,3.1
18,1271,3.8
51,1594,5.0
196,1078,4.2
20,1460,4.0
122,1040,3.4
137,1043,4.1
80,1621,3.9
154,1552,3.3
102,1588,3.9
25,1564,3.3
196,1432,4.5
169,1174,4.9
59,1289,3.9
45,1679,4.3
41,1279,3.9
38,1592,3.3
117,1624,4.9
19,1043,3.3
14,1306,3.2
127,1673,3.9
149,1466,4.3
143,1442,3.7
3,1509,3.4
37,1019,4.6
117,1307,3.7
242,1367,3.4
174,1548,3.7
16,1234,3.4
142,1015,4.0
9,1542,4.3
239,1086,4.6
7,1045,3.5
142,1159,3.3
134,1475,3.0
213,1390,3.5
15,1073,3.0
180,1114,3.7
72,1681,3.3
162,1041,4.2
104,1405,3.8
129,1650,3.2
96,1225,3.8
122,1506,3.4
241,1199,4.4
115,1360,3.7
197,1133,3.3
222,1525,3.7
214,1465,3.4
148,1171,4.6
80,1474,5.0
7,1493,3.1
135,1489,4.4
50,1380,3.5
242,1325,3.1
130,1108,3.0
47,1139,4.8
14,1414,3.7
31,1018,5.0
50,1128,3.9
189,1449,3.4
41,1352,4.6
14,1346,4.9
133,1278,4.6
203,1483,4.5
232,1148,3.7
5,1515,3.1
192,1380,3.4
157,1217,3.9
203,1313,4.9
5,1332,4.4
113,1001,4.7
118,1385,3.6
96,1468,4.4
36,1027,4.7
79,1244,4.0
19,1323,3.9
192,1189,4.4
22,1220,4.1
162,1680,5.0
56,1318,3.9
17,1521,3.4
204,1239,3.9
217,1510,3.5
184,1336,4.1
17,1620,3.3
202,1101,4.9
220,1523,4.7
249,1028,3.3
210,1356,3.3
243,1668,4.0
146,1516,4.5
173,1006,3.4
224,1367,3.1
78,1372,4.1
56,1297,4.4
80,1445,3.5
50,1525,4.5
58,1331,4.9
18,1600,3.3
208,1686,4.0
209,1417,3.1
135,1018,3.4
76,1367,3.2
226,1409,3.8
10,1037,4.6
69,1320,4.2
85,1115,3.4
131,1636,3.1
83,1004,4.1
109,1536,3.3
44,1045,3.7
227,1020,4.0
198,1256,4.8
142,1556,3.2
132,1348,4.3
237,1237,3.0
243,1063,4.3
18,1209,4.1
93,1120,4.6
227,1613,4.1
180,1071,3.7
38,1042,3.5
208,1184,3.2
148,1603,4.1
216,1183,4.8
227,1466,4.0
172,1395,4.5
51,1549,3.6
19,1496,3.9
120,1005,3.6
68,1361,3.2
225,1587,3.8
66,1389,4.5
141,1141,3.8
190,1548,4.3
250,1167,4.5
189,1304,3.6
237,1240,4.6
158,1467,3.7
98,1014,3.5
158,1124,3.4
179,1384,3.4
246,1426,4.5
88,1604,4.8
176,1510,3.5
236,1084,3.2
33,1655,3.6
105,1454,4.3
241,1050,3.7
74,1288,4.1
82,1122,4.5
19,1189,3.8
71,1191,5.0
57,1553,3.6
147,1389,5.0
216,1319,3.4
79,1471,3.2
169,1550,4.5
42,1550,4.4
215,1567,4.6
180,1378,3.7
116,1053,4.9
4,1598,3.2
230,1532,3.1
4,1691,3.6
5,1023,4.6
41,1409,4.3
108,1642,3.9
87,1446,3.5
104,1485,3.1
117,1655,3.7
101,1575,3.9
189,1585,4.4
75,1124,4.3
183,1222,4.9
75,1350,3.2
13,1677,3.7
142,1256,4.0
188,1420,4.3
200,1274,4.0
25,1238,4.8
210,1205,4.2
115,1469,3.1
172,1089,3.2
236,1541,4.5
82,1316,4.4
10,1462,3.3
199,1331,3.1
50,1153,4.2
172,1125,4.3
142,1381,3.3
15,1552,3.9
16,1009,3.6
2,1082,4.9
158,1447,3.4
30,1003,4.5
82,1370,4.0
31,1002,3.0
236,1509,4.0
240,1152,3.2
77,1556,4.3
148,1020,4.1
177,1604,3.0
114,1097,3.4
35,1037,4.6
23,1075,3.6
106,1044,4.0
97,1435,3.6
230,1294,4.8
227,1596,4.1
115,1689,4.4
100,1502,3.2
189,1447,3.1
212,1627,3.5
55,1259,3.6
195,1323,4.4
8,1401,4.1
168,1214,3.7
59,1523,4.3
128,1352,3.3
32,1418,3.1
93,1022,4.7
7,1547,4.1
2,1691,4.3
85,1174,3.6
134,1364,3.7
220,1326,3.2
240,1439,4.7
106,1628,4.2
36,1345,3.2
160,1494,4.6
45,1580,3.9
42,1163,4.5
53,1276,3.0
110,1296,3.1
9,1466,3.3
203,1634,3.4
87,1172,4.5
114,1691,4.4
75,1222,4.2
177,1621,4.8
130,1260,3.5
195,1672,4.8
11,1616,4.8
50,1357,3.9
163,1037,3.2
122,1389,4.5
143,1203,3.7
235,1298,4.6
75,1075,3.3
31,1252,4.1
92,1196,4.0
190,1332,3.2
156,1329,3.7
224,1602,3.2
153,1459,3.9
212,1125,4.7
92,1356,3.5
153,1174,4.5
75,1442,3.4
211,1052,4.3
92,1425,4.8
129,1134,3.6
187,1604,4.8
197,1256,4.0
202,1427,3.6
42,1644,4.8
110,1466,3.1
162,1576,3.1
228,1392,4.2
194,1208,4.6
18,1193,4.5
77,1506,3.2
243,1416,4.9
133,1506,4.4
20,1264,4.9
194,1551,3.7
127,1542,4.4
75,1340,4.7
62,1146,3.8
222,1436,4.9
224,1604,3.5
32,1177,3.6
186,1092,4.8
178,1176,4.9
166,1431,3.6
183,1017,3.3
28,1663,4.5
74,1080,4.9
214,1218,4.2
247,1232,4.3
81,1384,4.5
22,1416,3.3
171,1343,4.9
211,1617,3.7
209,1563,4.3
216,1326,3.9
164,1456,3.9
96,1134,4.4
122,1116,5.0
248,1651,4.3
250,1669,4.6
238,1649,3.1
123,1385,4.6
52,1275,3.6
164,1046,3.3
156,1372,3.2
78,1643,4.4
186,1227,5.0
164,1308,4.3
70,1376,3.5
137,1032,3.4
21,1005,4.1
64,1345,3.1
76,1207,3.8
61,1319,4.3
250,1475,4.9
222,1073,3.9
95,1604,3.4
40,1115,4.6
184,1525,4.5
4,1131,4.7
31,1297,3.4
155,1625,3.8
186,1031,5.0
249,1644,3.3
153,1523,4.3
69,1633,3.5
70,1074,4.0
5,1276,4.6
115,1278,4.0
91,1476,4.6
8,1611,3.9
9,1411,5.0
15,1576,3.9
228,1368,3.3
249,1585,3.8
105,1151,4.5
7,1502,4.7
224,1001,3.9
72,1133,4.2
239,1153,4.7
115,1372,4.6
15,1444,4.3
165,1023,4.6
83,1567,4.2
39,1486,3.0
134,1249,3.1
211,1349,5.0
57,1585,3.3
92,1457,3.8
81,1110,4.9
234,1009,3.4
147,1348,4.7
127,1687,4.6
191,1403,5.0
159,1625,3.6
75,1491,3.6
79,1063,4.8
10,1352,3.5
107,1498,4.1
87,1271,4.4
67,1256,3.5
62,1071,4.9
131,1231,4.3
146,1239,3.1
153,1102,3.3
107,1038,3.4
148,1524,3.5
186,1444,4.5
93,1014,3.2
86,1154,3.7
178,1569,4.8
121,1685,4.1
79,1016,3.5
231,1287,4.9
10,1618,3.5
149,1377,4.8
247,1069,4.5
244,1294,4.5
29,1058,4.5
96,1353,4.0
10,1383,4.6
13,1213,4.7
47,1097,3.7
151,1193,3.8
50,1234,4.8
215,1270,4.0
223,1100,4.7
132,1240,4.3
116,1395,4.2
113,1130,3.1
195,1408,3.6
85,1310,4.0
53,1270,4.2
130,1387,4.3
68,1334,4.4
193,1366,4.3
79,1507,4.7
57,1667,3.6
97,1126,4.3
198,1445,3.1
135,1350,4.0
147,1168,3.5
172,1252,3.8
63,1236,3.7
65,1321,3.1
39,1585,3.9
211,1644,5.0
109,1234,3.6
26,1049,4.5
172,1474,4.1
12,1256,3.7
150,1210,3.2
77,1294,3.4
220,1250,4.6
142,1479,3.6
86,1644,3.3
30,1616,3.7
172,1577,4.2
212,1298,4.4
236,1159,3.8
219,1444,4.0
166,1571,3.9
187,1159,3.0
170,1548,3.8
52,1068,4.2
63,1080,4.1
189,1130,4.5
120,1593,4.3
105,1506,3.6
162,1053,3.5
39,1305,3.9
41,1488,4.5
121,1449,3.2
108,1078,4.9
165,1521,4.1
65,1069,3.6
118,1123,4.4
79,1184,3.1
160,1439,4.0
8,1447,4.0
97,1169,3.3
18,1312,4.7
173,1547,4.6
221,1480,3.3
96,1475,3.7
33,1354,3.2
5,1490,4.7
210,1084,3.6
240,1478,3.9
127,1062,3.6
250,1465,3.6
74,1417,4.5
126,1592,4.5
164,1429,4.0
225,1104,4.3
151,1589,4.0
168,1009,3.1
5,1553,3.1
34,1523,3.8
24,1023,4.5
145,1473,4.8
95,1377,3.1
71,1078,3.7
209,1003,3.4
92,1537,4.6
230,1351,4.7
125,1638,3.4
22,1117,4.4
15,1554,4.5
101,1087,3.4
15,1258,3.9
242,1489,4.2
242,1228,3.1
153,1676,3.8
53,1082,3.3
149,1537,4.1
247,1143,4.7
102,1223,4.0
194,1209,3.1
219,1589,3.1
113,1575,4.2
32,1465,3.7
21,1243,4.1
196,1223,3.3
172,1040,4.6
83,1521,4.7
194,1140,4.8
218,1173,3.6
226,1163,4.3
14,1360,3.6
15,1032,4.5
148,1028,3.2
34,1105,4.5
164,1105,3.9
83,1309,4.7
9,1612,4.5
199,1211,3.8
158,1066,4.8
77,1085,3.6
219,1496,4.9
191,1230,4.5
236,1238,5.0
163,1690,3.1
141,1405,3.5
207,1582,4.5
174,1346,4.8
184,1400,3.1
9,1654,3.0
237,1441,3.5
215,1303,4.7
246,1130,4.5
36,1235,3.7
117,1552,3.0
232,1066,4.1
3,1448,3.5
226,1164,4.5
19,1672,3.9
156,1020,4.4
23,1636,4.7
104,1091,4.1
241,1277,3.7
237,1272,4.5
135,1203,3.5
105,1127,4.8
204,1324,3.1
142,1292,4.7
46,1335,3.2
143,1443,3.1
195,1087,3.7
15,1080,4.9
51,1501,5.0
216,1146,3.4
244,1034,3.3
110,1147,3.7
8,1054,3.7
69,1599,4.5
190,1080,3.9
179,1551,4.6
63,1506,4.5
68,1639,4.2
206,1389,4.7
144,1037,3.4
212,1112,3.3
152,1180,4.5
6,1480,3.5
119,1088,3.0
57,1030,4.8
31,1337,4.2
6,1519,3.9
227,1432,4.5
207,1626,3.7
157,1095,4.9
67,1349,3.1
203,1449,4.3
131,1552,4.6
156,1482,3.9
74,1486,4.5
114,1144,4.9
97,1650,4.5
176,1451,3.6
80,1537,4.1
123,1600,4.8
138,1024,3.9
33,1520,4.4
228,1591,3.9
195,1309,3.2
197,1558,3.1
140,1334,4.9
185,1630,4.2
44,1195,3.2
13,1626,4.7
152,1603,4.0
172,1542,4.5
57,1159,3.3
96,1689,4.8
144,1364,4.2
224,1248,4.5
109,1029,3.1
229,1264,3.6
120,1180,3.5
100,1389,4.9
149,1623,3.4
111,1139,4.4
204,1469,3.1
51,1522,3.4
21,1431,3.7
60,1285,4.6
179,1469,4.6
21,1614,4.9
107,1522,4.8
126,1415,3.2
245,1226,4.7
134,1487,3.9
73,1606,4.7
193,1562,3.2
76,1100,4.6
186,1325,3.3
78,1113,3.7
134,1084,3.1
65,1547,3.2
86,1657,3.9
34,1365,4.6
56,1050,4.5
75,1261,3.5
3,1086,3.3
170,1404,3.8
190,1521,4.8
6,1303,3.2
6,1392,4.1
191,1105,3.2
148,1040,3.9
149,1305,3.3
2,1322,3.2
218,1146,3.4
223,1181,3.5
90,1371,3.6
56,1237,4.3
96,1342,3.1
10,1405,3.2
87,1564,3.4
250,1290,4.7
70,1450,4.3
151,1390,4.5
220,1535,3.7
113,1274,3.4
30,1084,3.1
128,1219,4.0
78,1335,4.1
165,1541,4.8
55,1686,4.8
224,1609,3.8
49,1486,3.8
34,1100,3.3
105,1242,3.5
172,1371,4.9
243,1185,3.3
22,1262,4.9
31,1413,4.0
135,1492,3.9
105,1689,3.3
149,1616,4.3
16,1313,3.9
20,1495,3.7
43,1325,3.5
172,1178,3.1
47,1427,4.0
114,1621,3.6
19,1352,4.4
48,1529,4.4
224,1676,3.7
207,1385,4.3
197,1384,3.5
139,1160,4.5
207,1662,3.0
157,1670,3.3
242,1666,3.5
45,1236,4.5
196,1119,3.1
241,1086,3.4
164,1001,3.7
176,1066,3.0
87,1681,4.5
15,1233,4.1
110,1339,4.8
172,1292,3.1
195,1134,3.5
96,1493,4.5
202,1398,4.4
168,1094,3.5
102,1413,4.2
86,1477,4.6
142,1601,3.1
191,1212,4.4
81,1446,3.5
213,1487,4.9
51,1252,4.1
112,1074,3.1
207,1144,3.8
186,1124,4.9
15,1461,4.5
65,1157,3.6
88,1389,4.2
183,1072,4.2
247,1299,3.0
76,1465,3.4
10,1204,4.1
238,1371,3.8
234,1246,3.4
42,1435,4.5
244,1202,4.0
95,1682,3.6
11,1599,3.3
118,1132,4.2
144,1395,4.3
125,1597,4.3
201,1620,3.4
239,1481,4.2
78,1554,4.8
147,1338,3.7
159,1267,3.4
201,1249,4.5
228,1228,3.4
181,1335,3.5
231,1171,3.2
246,1256,3.5
90,1575,3.8
8,1160,3.1
152,1547,4.7
136,1093,4.0
211,1049,4.2
111,1586,3.7
176,1597,4.3
158,1189,3.9
58,1567,4.5
86,1612,4.6
55,1019,4.3
201,1233,4.0
122,1379,4.6
250,1355,4.0
190,1583,3.2
108,1016,3.2
48,1096,4.9
132,1371,3.4
165,1357,4.6
136,1066,3.5
129,1635,3.9
220,1430,4.3
198,1424,3.3
47,1241,4.5
228,1392,4.4
245,1563,4.1
203,1030,4.1
5,1081,3.2
178,1092,3.9
24,1501,3.2
175,1103,3.6
18,1394,4.8
84,1089,4.1
156,1391,4.5
205,1068,4.1
5,1063,3.4
30,1614,4.2
1,1311,4.5
86,1668,3.3
82,1254,4.6
174,1400,4.1
69,1326,3.0
31,1530,4.0
198,1149,3.8
91,1266,3.6
184,1021,4.5
217,1350,4.8
93,1383,4.5
127,1451,4.7
156,1056,4.8
16,1223,4.8
54,1032,3.2
181,1012,3.9
140,1372,3.0
20,1464,4.0
82,1598,4.8
162,1118,3.4
247,1035,4.3
181,1360,4.3
192,1630,3.3
151,1062,3.5
109,1688,3.9
155,1079,3.4
113,1205,4.2
17,1051,4.0
176,1004,4.0
149,1563,3.3
178,1424,4.0
168,1059,3.1
126,1485,4.8
223,1343,3.7
3,1584,4.7
17,1540,4.4
189,1185,4.5
50,1571,3.6
122,1484,3.5
90,1261,3.8
87,1455,3.0
6,1320,4.8
156,1545,3.8
200,1108,5.0
55,1003,4.5
186,1102,3.2
173,1304,4.3
200,1618,3.5
147,1336,3.5
102,1279,3.5
29,1677,4.8
151,1341,4.0
111,1326,4.3
160,1558,3.6
10,1638,4.0
91,1621,3.7
177,1226,3.6
193,1410,3.5
231,1429,3.8
29,1466,4.3
187,1681,3.4
45,1471,4.9
195,1472,3.2
51,1479,4.0
239,1098,3.2
101,1600,3.0
223,1503,4.8
128,1359,4.6
11,1116,4.4
214,1574,4.7
82,1451,4.6
128,1563,4.3
227,1143,4.7
6,1214,3.8
67,1656,4.1
62,1205,4.6
133,1378,3.2
137,1636,4.7
28,1484,3.3
211,1637,4.7
220,1106,3.6
219,1117,3.7
205,1009,3.1
38,1515,4.8
43,1011,3.3
117,1656,4.3
149,1365,4.3
219,1525,3.6
190,1251,5.0
46,1455,3.1
198,1241,4.2
166,1443,4.0
49,1163,3.5
203,1389,3.3
239,1365,4.5
233,1186,4.8
245,1253,3.2
209,1428,3.4
248,1643,5.0
39,1377,3.0
71,1045,4.0
127,1009,4.0
158,1122,3.5
149,1408,4.3
1,1531,4.9
217,1310,3.9
160,1594,4.5
249,1480,4.3
136,1107,3.9
69,1216,3.1
30,1450,4.5
115,1255,3.7
8,1030,3.4
113,1624,4.9
19,1222,4.5
236,1561,4.9
59,1572,3.5
